Link,Mobile Name,Price,Rating,Comments,Seller Name,Positive Seller Ratings,Ship on Time,Chat Response Rate
https://www.daraz.pk/products/50-a-4-gb-64-gb-8-mp-50-mp-2-mp-5000-mah-i402515035-s1942896265.html?search=1,"Realme Narzo 50 RAM 4 GB ROM 64 GB Front Camera 16 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 39,990",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/a04-air-4gb-64gb-1-000-ips-65-w-i399055059-s1929580092.html?search=1,Samsung Galaxy A04 || 4GB Ram 64GB Rom || 6.5 Inches IPS Display || 5000 mAh - Battery charging 7.8W,"Rs. 42,499",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/10-4gb-64gb-13mp-ai-682-hd-6000-mah-i240447866-s1459637095.html?search=1,"Infinix HOT 10 PLAY - 4GB RAM 64GB ROM - 13MP Ai Dual Camera - 6.82"" HD+ Display - 6000 mAh Battery","Rs. 22,000",5.0,['awesome phone packing and every thing thanks daraz and Sargodha mall for sending me a quality product'],Sargodha Mall.,96%,100%,Not enough data
https://www.daraz.pk/products/c33-4gb-1-000-gb-i409551732-s1961039016.html?search=1,Realme C33 || 4GB Ram 128GB Rom || 5000mAh Battery,"Rs. 43,999",,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/8gb-5g-a33-pta-1-i428288270-s2035845949.html?search=1,Samsung Galaxy A33 5G - 8GB ROM 128GB - PTA Approved 1 Year Official Warranty,"Rs. 125,000",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/3gb-a04-32gb-65-5000mah-i433806414-s2081522278.html?search=1,Samsung Galaxy A04 - 3GB RAM - 32GB ROM - 6.5 Inches Display - Dual SIM - 5000mAh Battery,"Rs. 24,999",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/4gb-y16-64gb-i425939588-s2021240960.html?search=1,Vivo Y16 4GB Ram 64GB Rom,"Rs. 63,999",,[],Riaz Mobile center Chitral.,,,
https://www.daraz.pk/products/tecno-spark-8-pro-4gb-ram-64gb-rom-box-pack-i385445260-s1906666362.html?search=1,Tecno spark 8 pro 4GB RAM / 64GB ROM BOX PACK,"Rs. 43,000",,[],Brothers mobilE 1592662837,80%,100%,Not enough data
https://www.daraz.pk/products/4g-a24-8-gb-128-gb-13-mp-50-mp-2-mp-2-mp-5000-mah-i430680224-s2054135769.html?search=1,"Samsung Galaxy A24 4G RAM 8 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 89,999",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/y85-2023-4-4-64gb-4-fhd-ips-4g-100-mah-16mp-13mp-ai-i412062578-s2030886891.html?search=1,"VIVO Y85 Smartphone 2023 Original 100% Brand New with Box & Charger 4+64GB 6.2"" FHD IPS Screen 4G Android Mobile phone 3200mAh Gaming phone 16MP+13MP Dual AI Camera Dual Sim card Student Genuine Legit Cheap phone Lowest price","Rs. 23,500",3.7,"['Phone Quality, Camera, Design is Best Best! Mujhe yeh aik complete package lagta hai jo keemat ke hisab se bhi acha hai. Performance ki baat ki jaye toh is telefon ka processor kaafi taiz hai aur apps ko smooth tariqe se chalata hai. Multitasking mein bhi koi takleef nahi hoti. Overall meri expectations pe phone poori tarah utra hei. I must recommend all of you to buy it', 'warranty card nhi hy box mien bettey time 1 ghanat mien khtam ho jati hy', 'Very poor experience...is mai sim hi nhe chal ri pata nhe kia msla haa ....Paise hi zaya howe haa koi b is Shop sa koi phone purchase na kre wrna paise zaya kre ga apne', 'I\'m really happy with my new Vivo Y85. I bought it from Alenaz, and it\'s budget-friendly too! The phone looks cool, the screen is bright, and it works really well. Plus, the battery lasts a long time. If you want a good phone that\'s not too expensive, I definitely recommend it!""', 'warranty card nhi hy box mien bettey time 1 ghanat mien khtam ho jati hy', 'Very poor experience...is mai sim hi nhe chal ri pata nhe kia msla haa ....Paise hi zaya howe haa koi b is Shop sa koi phone purchase na kre wrna paise zaya kre ga apne', ""The adopter isn't working and the phone seems like a used one"", 'Dont have warrenty card and scratched glass protector.', 'Phone ki quality boht zabardast hei MashaAllah. Is price range mei ye sabsey best mobile phone hei. Iski battery timing bhi boht achi hei aur camera bhi kamaal ka hei. Isliyr overall experience is best', '', '', '']",ALENAZ,,,
https://www.daraz.pk/products/vivo-y16-651-inch-display-4gb-ram-64gb-rom-i391460542-s1915086822.html?search=1,"Vivo Y16 - 6.51"" Inch Display - 4GB RAM - 64GB ROM","Rs. 46,999",4.0,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/4gb-c35-128gb-5000mah-i423958633-s2008575444.html?search=1,Realme C35 - 4GB RAM 128GB ROM - 5000mAh Battery,"Rs. 41,999",4.0,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/50a-4gb-128gb-5000-mah-i423899031-s2008143558.html?search=1,REALME NARZO 50A PRIME - 4GB RAM 128GB ROM - 5000 mAh BATTERY,"Rs. 46,199",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/12-6gb-5gb-128gb-33w-5000-mah-i312891432-s1659916337.html?search=1,"Infinix Note 12 6GB+5GB Extended RAM 128GB ROOM Fast Charging 33W Li-Po 5000 mAh, non-removable AMOLED Display","Rs. 51,970",4.9,"['All is well . Within 24 hours delivered . I purchased mobile on installments plan and it was same thing as I expected . Related shop needs some appreciation too.i would happily ready to get more orders from daraz and will sujjest others too', 'I received my parcel in good condition. Packing was excellent. Lekin mujhay eik baat kee semijh nehe aa rehi ka ma nay 27 February koo order keya hay or phone mujhay 30 February koo mila hay mugar is kee jehan online warienty sho hoti hay wehan per 7 January aa rehi hay. Saler is ka baray ma kuch bataya ga ka asa q hay. Meray bhai nay phone laya tha us din open kia us din enhoon nay khud online warienty feed kee thee. Mary phone kee warienty phelay say aa rehi thee. kia ya Phone phelay say open tha.?? Saler kuch bataya ga??', 'I am very happy. I receive my parcel in good condition. packing was excellent. seller is a good person. his behaviour is very friendly. my parcel reached in 24 hours. on my request seller make a special City parcel for me I am very happy and thankful to the seller for this kindness.', 'Delivery was supposed to be between 26-30 Apr but it was delivered to me on 12th Apr, color golden was requested 100% same product received, warranty started from the date I personally activated online. Seller is very corporative and providing genuine products, highly recommended to make purchases here. thumbs up 👍', 'Thankx for delivery Infinix note12.There is no fraud at daraz .it was good experience and I am fully satisfied with daraz app for online shopping .everyone can use daraz app without thinking ..it is good app.', 'Excellent strongly recommend this seller, thanks daraz and Al saeed communication.', 'Excellent product 👍👍..Only darwback handsfree not come with the box...', 'pin pack h aur bht acha hai jaisa order kiya hai waisa hi mila hai', 'Same as disprition box pack mobile thanks daraz', 'delivered on well before time, highly reomended seller', 'I am fully satisfied with the seller. I have received the mobile in two days.', 'The same mobile got, which I ordered. Dabba band, full warranty.', 'such cooperative seller, received authentic product within 2 days only. highly recommended 👍', 'mobile is good new daba pack. seller is good', 'acha set hay. nice packaging. safely and timely delivered.', 'delivery on time as mentioned and as shown thank you dear', 'same as described,,, arrived in secure packaging.. recommend', 'Superb Mobile Excellent Service Daraz and Supplier', 'Good buy', 'good product', 'Genuine Phone', ""it's good"", 'Happy 😊', 'authentic product.', 'Repacked', '', '', '', '', '', '', '', '']",ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/samsung-galaxy-ao4-464gb-i405780499-s1952416275.html?search=1,Samsung Galaxy AO4 (4/64GB),"Rs. 45,000",,[],Samsung,92%,100%,36%
https://www.daraz.pk/products/8-68-ips-64gb-4gb-48mp-2mp-qvga-8mp-5000-mah-i267644833-s1482566365.html?search=1,"Spark 8 Pro 6.8""Dot-in* IPS Display 64GB ROM + 4GB RAM , Rear Camera 48MP +2MP+QVGA Front Camera 8MP with Dual front Flash light 5000 mAh Battery","Rs. 39,999",5.0,"['Very nice mobile quick delivery 100 % recomnded', 'Alhamduillah! It has been received within 2 days after order placement..🙂❣️', 'Find a fine quality product as requested On time Speedy delivery This is my third experience with daraz and i m happy & recommend to others Thanks daraz keep it up', 'Got my new Spark 8 from Daraz awsome phone , big screen. A good product from Tecno. The delivery also very fast', 'Fast delivery and original product thanks daraz']",Jumbo tech 1619438372,99%,100%,100%
https://www.daraz.pk/products/4gb-y16-64gb-5000-mah-i421833885-s1995637896.html?search=1,VIVO Y16 - 4GB RAM 64GB ROM - 5000 mAh BATTERY,"Rs. 56,999",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/10-8gb-8gb-128gb-5000-mah-i431459480-s2057165762.html?search=1,TECNO SPARK 10 PRO - 8GB+8GB RAM 128GB RAM - 5000 mAh Battery,"Rs. 41,099",4.0,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/6-3gb-64gb-66-5000-mah-i263591642-s1480562678.html?search=1,Infinix Smart 6 3GB Ram 64GB Rom 6.6 Inches Display 5000 mAh Battery,"Rs. 33,500",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/3gb-y02-32gb-8-mp-5000-mah-i432518563-s2064823361.html?search=1,"Vivo Y02 , 3GB RAM 32GB ROM , Back Camera 8 MP , Fingersensor , 5000 mAh Battery","Rs. 31,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/4gb-a13-64gb-66-pls-tft-exynos-850-8nm-5000mah-50mp-i290333563-s1560433902.html?search=1,Samsung Galaxy A13 4GB Ram 64GB Rom 6.6''PLS TFT Capacitive touchscreen Exynos 850 (8nm) Processor 5000mAh Battery 50MP Main Camera,"Rs. 58,000",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/y36-8-gb-128-gb-16-mp-50-mp-2-mp-2-mp-li-po-5000-mah-i426886850-s2026141763.html?search=1,"Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 67,970",,[],S 4 SHOPPING,93%,37%,100%
https://www.daraz.pk/products/30-4gb-128gb-5000mah-33w-67-pta-1-i434990272-s2088297734.html?search=1,"Infinix Hot 30 - 4GB RAM - 128GB ROM - 5000mAH Battery - 33W Fast charge - 6.7"" Display - PTA Approved - 1 Year Official Warranty","Rs. 33,899",5.0,['amazing quality timely delivery'],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/tecno-spark-go-4gb-ram-64gb-rom-2023-1-year-official-brand-warranty-pta-appraved-i421522774-s1991931492.html?search=1,Tecno Spark Go 4GB RAM & 64GB ROM (2023) 1 YEAR OFFICIAL BRAND WARRANTY PTA APPRAVED,"Rs. 35,999",,[],The cell Hub,88%,95%,89%
https://www.daraz.pk/products/12-128gb-6gb-5gb-1-ips-lcd-g85-68-mah-i302572424-s1638381054.html?search=1,Infinix Hot 12 128GB Rom 6GB Ram (5GB Extended RAM) 6.8''IPS LCD Capacitive Touchscreen MediaTek Helio G85 Processor 5000mAh Battery,"Rs. 44,000",5.0,"['Very satisfied with the service. Fast delivery within 48 hrs. Phone Box had PTA seal. Delivery package was also properly sealed.thanks daraz', ""thank you very much it's new box pack phone thanks daraz"", 'awesome services very fast delivery delivery original box pack phone thank you daraz', 'very good mobile and vander is also good behavior', '']",Jumbo tech 1619438372,99%,100%,100%
https://www.daraz.pk/products/vivo-y27-6gb-ram-128gb-rom-50mp-dual-camera-5000mah-bettary-fast-charging-pta-approved-1year-brand-warranty-i431391705-s2057536419.html?search=1,Vivo Y27 || 6GB RAM 128GB ROM || 50MP Dual camera || 5000mAh bettary (fast charging) || PTA Approved || 1year brand warranty,"Rs. 54,499",,[],Bismillah Mobile Zone (BMZ) Daska,92%,83%,99%
https://www.daraz.pk/products/c25y-wach-4gb-64gb-65-ips-wach-5000-mah-18w-i399121176-s1929749227.html?search=1,Realme C25Y || 4GB Ram 64GB Rom || 6.5 Inches IPS Display || 5000 mAh - Fast charging 18W,"Rs. 41,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/4gb-y16-64gb-5000mah-i404839914-s1950317448.html?search=1,vivo Y16 - 4GB RAM - 64GB ROM - 5000mAh Battery - Side Fingerprint,"Rs. 41,999",4.0,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/30i-4-gb-128-gb-8-mp-13-mp-5000-mah-i430439218-s2051654668.html?search=1,Infinix Hot 30i RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 13 MP Dual Camera Battery Type 5000 mAh,"Rs. 38,890",5.0,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/16-6-8-gb-6-gb-64mp-68-mah-i351488182-s1782916002.html?search=1,Tecno Camon 16 PREMIER - 6.8''inch screen - 8 GB RAM+128GB 64MP Smart Phones 4500 mah,"Rs. 45,000",,[],OWSTOREZ,,,
https://www.daraz.pk/products/12-8gb-128gb-g96-50mp-fhd-i312948536-s1660012742.html?search=1,"Infinix NOTE 12 - 8GB RAM 128GB ROM - Mediatek Helio G96 Processor - 50MP Triple Camera - 6.7"" FHD+ AMOLED Display","Rs. 64,999",4.9,"['i was request in white color but received in black color camera result is averagely....... bus khali بھرم کے اچھا ہے', 'good cell phone. i hope performance is good. lets c the performance of G96 processor. i like its look from the back. overall good cell phone. i had concern over its price and requested vendor to match the price as in market but anyways it is ok once i made a purchase already. i hope next time vendor does it accordingly. Good work daraz and vendor.', 'Sorry for late remark, phone is perfect box pack i am satisfied from you Thanks', 'A True Seller and A Great Job doNE by Daraz. A Genuine Product. Delivery before time.', 'seller is cooperative, got the phone day after order n its a nice set', 'Fast delivery, good product , PTA approved I am satisfied', 'original product.bit 4000.bazar se ziada', 'Excellent product', 'i was request in white color but received in black color camera result is averagely....... bus khali بھرم کے اچھا ہے', '', '', '', '', '', '']",Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/7hd-2gb-64gb-66-5000mah-i425966251-s2081800702.html?search=1,"Infinix Smart 7HD , 2GB RAM 64GB ROM , 6.6 Inches Display , Finger Sensor , 5000mAh Battery","Rs. 21,499",5.0,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/5gb-6gb-12-128-gb-5000-mah-i424179142-s2009555611.html?search=1,INFINIX HOT 12 - 6GB+5GB RAM 128 GB ROM - 5000 mAh BATTERY,"Rs. 45,999",5.0,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/2-4gb-64gb-7000-mah-i422317061-s1998463725.html?search=1,TECNO POVA NEO 2 - 4GB RAM 64GB ROM - 7000 mAh BATTERY,"Rs. 45,099",5.0,['Good response from vendor and supplied genuine products. E warranty started when I logged it on. For the product related feedback is average which is definitely not due to vendor.'],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/10-4-gb-128-gb-8-mp-50-mp-ai-5000-mah-i429725323-s2046190571.html?search=1,Tecno Spark 10 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + AI Battery Type 5000 mAh,"Rs. 32,970",5.0,"['fast delivery good seller & Nice mobile', 'im just surprised that i got this Tecno Camon Spark 10 in very good price. product is beautiful and this yellow golden colour is absolutely dashing. all specifications are fine in this price. Remember one thing that this is not flagship but design of the phone is absolutely kike a heavy and costly mobile', '', '', '']",Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i430328036-s2060801927.html?search=1,"Tecno Camon 20 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 48,999",4.9,"['mobile bilkol original hae or bhot achi packing Kar k vendor nae Bheja or Kafi fast delivery thi 2 days Mae mare pass pohanch gaya thanks to daraz team and vendor and Lapboard company.', 'Seller is very cooperative. Had a very good experience buying this cellphone. Original product and professionalism from seller is more than good.', 'everything is fine', 'Quick service excellent.', 'satisfied', 'everything is fine', '', '', '']",ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/tecno-spark-10-pro-8gb128gb-android-13-5000-mah-i434234550-s2082720323.html?search=1,Tecno Spark 10 Pro 8GB/128GB - Android 13 - 5000 mAh,"Rs. 39,999",,[],TECNO,94%,100%,Not enough data
https://www.daraz.pk/products/7-32gb-2gb-g35-6000mah-pta-i250807879-s1468428374.html?search=1,Tecno Spark 7 Ram 2GB 32GB - Helio G35 6000mah Battery Box Pack PTA Approved,"Rs. 16,000",,[],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/5-lte-2gb-32gb-652-i256224151-s1472914110.html?search=1,Tecno POP 5 LTE - 2GB RAM 32GB ROM 6.52'' Display,"Rs. 37,500",4.9,"['', 'Packaging bht achi the .. lkn box me hands free to Hein e ni ..jesay k btaya gya that k box me hands free b hn.. r dosra charger ka adapter black r cable white ha ajeeb combination bna k bheja ha bht ghussa Aya daikh k..', 'thanks 👍 received with seal pack recommend', 'Packaging bht achi the .. lkn box me hands free to Hein e ni ..jesay k btaya gya that k box me hands free b hn.. r dosra charger ka adapter black r cable white ha ajeeb combination bna k bheja ha bht ghussa Aya daikh k..', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AHM Mobile,94%,90%,100%
https://www.daraz.pk/products/a34-5g-8gb-8gb-256gbrom-wach-5000mah-i433357013-s2077723632.html?search=1,Samsung Galaxy A34 5G || 8GB+8GB Ram 256GBRom || 5000mAh Battery,"Rs. 114,999",,[],MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/308gb-128gb-16gb-g88-90hz-1080p-33w-678-mah-50mp-i432865487-s2069505219.html?search=1,"Infinix Hot 30(8GB RAM + 128GB ROM) Extended RAM up to 16GB Helio G88 90Hz 1080P 6.78"" Super Bright Display 33W Fast Charge with 5000mAh Battery 50MP Super Night Film Photography","Rs. 39,499",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/tecno-pop-5-lte-2gbram-32gb-rom-main-camera-8mp-selfie-camera-5mp-fingerprint-sensor-battery-5000-mah-i356392899-s1794010830.html?search=1,Tecno POP 5 LTE 2GBRAM-32GB ROM Main Camera 8MP Selfie Camera 5MP Fingerprint Sensor Battery 5000 mAh,"Rs. 22,500",,[],AR Mobiles Multan 1652269547,97%,Not enough data,100%
https://www.daraz.pk/products/infinix-zero-20-85gb-256gb-camera-108mp-selfie-60mp-helio-g99-box-pack-i375342507-s1870317050.html?search=1,Infinix Zero 20 8+5gb - 256GB - Camera 108MP + Selfie 60MP Helio G99 Box Pack,"Rs. 88,000",5.0,"['mobile delivery time se pehle received ho gya packing bhi bohat achi ki thi mobile ka color pyara hai or weight bhi sahi hai built quality bhi kafi achi hai touch or software kafi acha hai price vivo v25e se compare kia to us se price 20000 kam hai or specs vivo v25e se zyada hai overall i liked the product seller bhi bohat cooperative hai Thanks daraz and seller 😊', 'very good phone.timely delivered.color is awesome.seller is very honest and provide this product timely.', 'bhetreen mobile hai.har chez ok hai or seller ka bhi shukria timely delivered kar wa dia.👍🏻', 'ma ise he mobile se review kr hoo boht Acha chal raha h set. ma dil se recommend krta ho ye set biht he alla h. thanks seller thanks daraz', 'fast delivery good vendor great performance', 'phone received, good quality.']",Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/4gb-y22-128gb-5000-mah-i427044720-s2026982983.html?search=1,VIVO Y22 - 4GB RAM 128GB ROM - 5000 mAh Battery,"Rs. 56,599",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/balochi-dress-dupta-taroo-i412176935-s1969245525.html?search=1,"balochi dress , dupta , taroo,","Rs. 12,000",,[],iqrar balochi kashida,,,
